Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2018,2314,Protein-arginine deiminase type-1,PADI1,6116899.0,AB033768,Q9ULC6,PADI1_HUMAN,,,PADI1,HGNC:18367,Humans,DB00155
2019,2315,Protein-arginine deiminase type-3,PADI3,6172379.0,AB026831,Q9ULW8,PADI3_HUMAN,,,PADI3,HGNC:18337,Humans,DB00155
2020,2316,Protein-arginine deiminase type-2,PADI2,5572747.0,AB030176,Q9Y2J8,PADI2_HUMAN,4N20; 4N22; 4N24; 4N25; 4N26; 4N28; 4N2A; 4N2B; 4N2C; 4N2D; 4N2E; 4N2F; 4N2G; 4N2H; 4N2I; 4N2K; 4N2L; 4N2M; 4N2N,,PADI2,HGNC:18341,Humans,DB00155
2021,2317,"Threonine--tRNA ligase, mitochondrial",TARS2,62897187.0,AK222814,Q9BW92,SYTM_HUMAN,,,TARS2,HGNC:30740,Humans,DB00156
2022,2318,"Alanine--tRNA ligase, mitochondrial",AARS2,6331226.0,AB033096,Q5JTZ9,SYAM_HUMAN,,,AARS2,HGNC:21022,Humans,DB00160
2023,2319,Short-chain dehydrogenase/reductase 3,DHRS3,3450828.0,AF061741,O75911,DHRS3_HUMAN,,,DHRS3,HGNC:17693,Humans,DB00162
2024,2320,"All-trans-retinol 13,14-reductase",RETSAT,37182258.0,AY358568,Q6NUM9,RETST_HUMAN,,,RETSAT,HGNC:25991,Humans,DB00162
2025,2321,Retinol dehydrogenase 11,RDH11,9622124.0,AF167438,Q8TC12,RDH11_HUMAN,,,RDH11,HGNC:17964,Humans,DB00162
2026,2322,Retinol dehydrogenase 14,RDH14,10039619.0,AF237952,Q9HBH5,RDH14_HUMAN,,,RDH14,HGNC:19979,Humans,DB00162
2027,2323,Retinol dehydrogenase 8,RDH8,7527474.0,AF229845,Q9NYR8,RDH8_HUMAN,,,RDH8,HGNC:14423,Humans,DB00162
2028,2324,Diacylglycerol kinase alpha,DGKA,30823.0,X62535,P23743,DGKA_HUMAN,1TUZ,,DGKA,HGNC:2849,Humans,DB00163
2029,2325,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,35581.0,X12656,P62714,PP2AB_HUMAN,,,PPP2CB,HGNC:9300,Humans,DB00163
2030,2326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,36120.0,X12646,P67775,PP2AA_HUMAN,2IAE; 2IE3; 2IE4; 2NPP; 2NYL; 2NYM; 3C5W; 3DW8; 3FGA; 3K7V; 3K7W; 3P71; 4I5L; 4I5N; 4IYP; 4LAC,,PPP2CA,HGNC:9299,Humans,DB00163; DB02506; DB06905
2031,2327,"Lipoyl synthase, mitochondrial",LIAS,23958222.0,BC023635,O43766,LIAS_HUMAN,,,LIAS,HGNC:16429,Humans,DB00166
2032,2328,"Isoleucine--tRNA ligase, mitochondrial",IARS2,,AC103590,Q9NSE4,SYIM_HUMAN,,,IARS2,HGNC:29685,Humans,DB00167
2033,2329,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985.0,AY423045,Q8N0U8,VKORL_HUMAN,,,VKORC1L1,HGNC:21492,Humans,DB00170
2034,2330,"Proline dehydrogenase 1, mitochondrial",PRODH,2677802.0,U82381,O43272,PROD_HUMAN,,,PRODH,HGNC:9453,Humans,DB00172
2035,2331,Peptidyl-prolyl cis-trans isomerase H,PPIH,2708309.0,AF016371,O43447,PPIH_HUMAN,1MZW; 1QOI,,PPIH,HGNC:14651,Humans,DB00172
2036,2332,Peptidyl-prolyl cis-trans isomerase B,PPIB,181335.0,M60857,P23284,PPIB_HUMAN,1CYN; 3ICH; 3ICI,,PPIB,HGNC:9255,Humans,DB00172; DB04447
2037,2333,Peptidyl-prolyl cis-trans isomerase C,PPIC,547304.0,S71018,P45877,PPIC_HUMAN,2ESL,,PPIC,HGNC:9256,Humans,DB00172
2038,2334,Peptidyl-prolyl cis-trans isomerase G,PPIG,1117968.0,U40763,Q13427,PPIG_HUMAN,2GW2; 2WFI; 2WFJ,,PPIG,HGNC:14650,Humans,DB00172
2040,2336,"Probable proline--tRNA ligase, mitochondrial",PARS2,39644604.0,BC007956,Q7L3T8,SYPM_HUMAN,,,PARS2,HGNC:30563,Humans,DB00172
2041,2337,Trans-3-hydroxy-L-proline dehydratase,L3HYPDH,15082426.0,BC012131,Q96EM0,T3HPD_HUMAN,,,C14orf149,HGNC:20488,Humans,DB00172
2042,2338,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,39644781.0,BC007800,Q96I59,SYNM_HUMAN,,,NARS2,HGNC:26274,Humans,DB00174
2043,2340,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,3776098.0,AJ012188,O75899,GABR2_HUMAN,4F11; 4F12; 4MQE; 4MQF; 4MR7; 4MR8; 4MR9; 4MRM; 4MS1; 4MS3; 4MS4; 4PAS,,GABBR2,HGNC:4507,Humans,DB00181; DB00363; DB02530; DB05010; DB08891; DB08892
2044,2341,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607.0,X70297,P36544,ACHA7_HUMAN,2MAW; 5AFH; 5AFJ; 5AFK; 5AFL; 5AFM; 5AFN,,CHRNA7,HGNC:1960,Humans,DB00122; DB00184; DB00241; DB00306; DB00312; DB00333; DB00418; DB00463; DB00514; DB00599; DB00657; DB00674; DB00794; DB00849; DB00898; DB00915; DB01174; DB01199; DB01273; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB03128; DB05137; DB05708; DB05740; DB07720; DB09028; DB09061; DB11726; DB14006; DB14011
2045,2342,Metabotropic glutamate receptor 3,GRM3,1171564.0,X77748,Q14832,GRM3_HUMAN,1S8M; 3SM9; 4XAR; 5CNK; 5CNM,,GRM3,HGNC:4595,Humans,DB05096
2046,2343,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,6688136.0,AJ243342,Q9UGM1,ACHA9_HUMAN,4D01; 4UXU; 4UY2,,CHRNA9,HGNC:14079,Humans,DB00184; DB00898; DB05069; DB05137; DB05740; DB08837
2047,2344,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635.0,X14767,P18505,GBRB1_HUMAN,,,GABRB1,HGNC:4081,Humans,DB00363; DB00431; DB00898; DB01440; DB01567
2048,2345,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925.0,M82919,P28472,GBRB3_HUMAN,4COF,,GABRB3,HGNC:4083,Humans,DB00431; DB00592; DB00818; DB00898; DB01567; DB06716; DB12458
2049,2346,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946.0,S67368,P47870,GBRB2_HUMAN,,,GABRB2,HGNC:4082,Humans,DB00395; DB00818; DB00898; DB01567; DB06716
2050,2347,Proteasome subunit beta type-1,PSMB1,220026.0,D00761,P20618,PSB1_HUMAN,4R3O; 4R67,,PSMB1,HGNC:9537,Humans,DB00188; DB08515; DB08889
2051,2348,Proteasome subunit beta type-5,PSMB5,558526.0,D29011,P28074,PSB5_HUMAN,4R3O; 4R67,,PSMB5,HGNC:9542,Humans,DB00188; DB08515; DB08889
2052,2349,Proteasome subunit beta type-2,PSMB2,565649.0,D26599,P49721,PSB2_HUMAN,4R3O; 4R67,,PSMB2,HGNC:9539,Humans,DB08515; DB08889
2053,2351,Guanylate kinase,GUK1,1196436.0,L76200,Q16774,KGUA_HUMAN,,,GUK1,HGNC:4693,Humans,DB01972
2054,2353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,727223.0,Z46632,Q08493,PDE4C_HUMAN,1LXU; 2QYM,,PDE4C,HGNC:8782,Humans,DB00651; DB01088; DB01791; DB05219; DB05266; DB06246
2055,2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417.0,S60415,Q08289,CACB2_HUMAN,,,CACNB2,HGNC:1402,Humans,DB00270; DB00393; DB00401; DB00622; DB01023; DB01054; DB01115; DB01388; DB04855; DB06712
2056,2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403.0,U30707,Q13698,CAC1S_HUMAN,2VAY,,CACNA1S,HGNC:1397,Humans,DB00270; DB00393; DB00401; DB00568; DB00898; DB01023; DB01054; DB01115; DB01388; DB04855; DB04920; DB06712; DB09090; DB09229
2057,2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727.0,U95020,O00305,CACB4_HUMAN,1VYV; 2D46,,CACNB4,HGNC:1404,Humans,DB00393; DB01388; DB04855
2058,2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953.0,AJ006216,O60840,CAC1F_HUMAN,,,CACNA1F,HGNC:1393,Humans,DB00393; DB00568; DB01388; DB04855; DB04920; DB09229
2059,2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135.0,X76555,P54284,CACB3_HUMAN,,,CACNB3,HGNC:1403,Humans,DB00393; DB01388; DB04855
2060,2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764.0,M76558,Q01668,CAC1D_HUMAN,3LV3,,CACNA1D,HGNC:1391,Humans,DB00270; DB00393; DB00401; DB00568; DB00622; DB00898; DB01023; DB01054; DB01115; DB01388; DB04855; DB04920; DB06712; DB09229; DB09237
2063,2362,Cytochrome P450 3A5,CYP3A5,181346.0,J04813,P20815,CP3A5_HUMAN,,,CYP3A5,HGNC:2638,Humans,DB09061; DB09065; DB14011
2064,2363,Cytochrome P450 2D6,CYP2D6,181350.0,M20403,P10635,CP2D6_HUMAN,2F9Q; 3QM4; 3TBG; 3TDA; 4WNT; 4WNU; 4WNV; 4WNW; 4XRY; 4XRZ,,CYP2D6,HGNC:2625,Humans,DB09061; DB11994; DB14011
2065,2364,NADPH--cytochrome P450 reductase,POR,247307.0,S90469,P16435,NCPR_HUMAN,1B1C; 3FJO; 3QE2; 3QFC; 3QFR; 3QFS; 3QFT,,POR,HGNC:9208,Humans,DB03147; DB03247; DB03461
2066,2365,Histone deacetylase 1,HDAC1,1277084.0,U50079,Q13547,HDAC1_HUMAN,1TYI; 4BKX,,HDAC1,HGNC:4852,Humans,DB01169; DB01593; DB02546; DB05223; DB06176; DB08868; DB11830; DB12565; DB14487; DB14533; DB14548
2067,2366,Histone deacetylase 2,HDAC2,1667394.0,U31814,Q92769,HDAC2_HUMAN,3MAX; 4LXZ; 4LY1,,HDAC2,HGNC:4853,Humans,DB00175; DB00227; DB00277; DB00313; DB00641; DB01076; DB01095; DB01223; DB01303; DB02546; DB05223; DB06176; DB09091; DB11830
2068,2367,Histone deacetylase 3,HDAC3,2326173.0,U66914,O15379,HDAC3_HUMAN,4A69,,HDAC3,HGNC:4854,Humans,DB02546; DB05223; DB11830
2069,2368,Histone deacetylase 6,HDAC6,4754911.0,AF132609,Q9UBN7,HDAC6_HUMAN,3C5K; 3GV4; 3PHD,,HDAC6,HGNC:14064,Humans,DB02546; DB05223; DB06176; DB13346
2070,2369,ATP-binding cassette sub-family B member 5,ABCB5,,AY090613,Q2M3G0,ABCB5_HUMAN,,,ABCB5,HGNC:46,Humans,DB04851; DB14067
2071,2370,Calcitonin gene-related peptide 2,CALCB,,BC092468,P10092,CALCB_HUMAN,,,CALCB,HGNC:1438,Humans,DB12228
2072,2371,Neuromedin-K receptor,TACR3,,M89473,P29371,NK3R_HUMAN,,,TACR3,HGNC:11528,Humans,DB04872; DB06429; DB11692; DB15669
2073,2372,Protein farnesyltransferase subunit beta,FNTB,,L00635,P49356,FNTB_HUMAN,1JCQ; 1LD7; 1LD8; 1MZC; 1S63; 1SA4; 1TN6; 2F0Y; 2H6F; 2H6G; 2H6H; 2H6I; 2IEJ; 3E37,,FNTB,HGNC:3785,Humans,DB04893; DB04960; DB06448; DB06953; DB07216; DB07227; DB07771; DB07780; DB07841; DB07895; DB08674; DB08676
2074,2373,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,,L10413,P49354,FNTA_HUMAN,1JCQ; 1LD7; 1LD8; 1MZC; 1S63; 1SA4; 1TN6; 2F0Y; 2H6F; 2H6G; 2H6H; 2H6I; 2IEJ; 3E37,,FNTA,HGNC:3782,Humans,DB04893; DB06448; DB06953; DB07216; DB07227; DB07771; DB07780; DB07841; DB07895; DB08180; DB08674; DB08676
2075,2374,Hypoxia-inducible factor 1-alpha,HIF1A,,U22431,Q16665,HIF1A_HUMAN,1D7G; 1H2K; 1H2L; 1H2M; 1L3E; 1L8C; 1LM8; 1LQB; 2ILM; 3HQR; 3HQU; 4AJY; 4H6J,,HIF1A,HGNC:4910,Humans,DB01136; DB01275; DB02342; DB05959; DB06082; DB08687; DB12255
2076,2375,Prostaglandin E2 receptor EP3 subtype,PTGER3,,S69200,P43115,PE2R3_HUMAN,,,PTGER3,HGNC:9595,Humans,DB00770; DB00905; DB00917; DB00929; DB08964; DB09211
2077,2376,Chloride channel protein ClC-Ka,CLCNKA,,Z30643,P51800,CLCKA_HUMAN,2PFI,,CLCNKA,HGNC:2026,Humans,DB04552; DB09295
2079,2378,Nociceptin receptor,OPRL1,,X77130,P41146,OPRX_HUMAN,4EA3; 5DHG; 5DHH,,OPRL1,HGNC:8155,Humans,DB00921; DB01497; DB05492
2080,2379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,,Z29090,P42336,PK3CA_HUMAN,2ENQ; 2RD0; 3HHM; 3HIZ; 3ZIM; 4JPS; 4L1B; 4L23; 4L2Y; 4OVU; 4OVV; 4TUU; 4TV3; 4WAF; 4YKN,,PIK3CA,HGNC:8975,Humans,DB00171; DB00201; DB05241; DB08059; DB11772; DB12015; DB12483
2082,2382,Arachidonate 5-lipoxygenase-activating protein,ALOX5AP,,X52195,P20292,AL5AP_HUMAN,2Q7M; 2Q7R,,ALOX5AP,HGNC:436,Humans,DB04929; DB05225; DB06346; DB16346; DB16739
2083,2383,Phosphatidylinositol 3-kinase regulatory subunit beta,PIK3R2,,X80907,O00459,P85B_HUMAN,2KT1; 2XS6; 3MTT; 3O5Z,,PIK3R2,HGNC:8980,Humans,DB05210
2084,2384,Phosphatidylinositol 3-kinase regulatory subunit gamma,PIK3R3,,D88532,Q92569,P55G_HUMAN,,,PIK3R3,HGNC:8981,Humans,DB05210
2085,2385,DNA-dependent protein kinase catalytic subunit,PRKDC,,U47077,P78527,PRKDC_HUMAN,,,PRKDC,HGNC:9413,Humans,DB00201; DB05210
2086,2386,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,1AUE; 1FAP; 1NSG; 2FAP; 2GAQ; 2NPU; 2RSE; 3FAP; 4DRH; 4DRI; 4DRJ; 4FAP; 4JSN; 4JSP; 4JSV; 4JSX; 4JT5; 4JT6,,FRAP1,HGNC:3942,Humans,DB00337; DB00877; DB01590; DB04974; DB05210; DB05241; DB06233; DB06287; DB11962; DB12010; DB12843
2087,2387,Nuclear factor NF-kappa-B p100 subunit,NFKB2,,X61498,Q00653,NFKB2_HUMAN,1A3Q; 2D96; 3DO7; 4OT9,,NFKB2,HGNC:7795,Humans,DB00795; DB05212; DB05451; DB05464; DB05767
2089,2390,Superoxide dismutase [Cu-Zn],SOD1,,L44139,P00441,SODC_HUMAN,1AZV; 1BA9; 1DSW; 1FUN; 1HL4; 1HL5; 1KMG; 1L3N; 1MFM; 1N18; 1N19; 1OEZ; 1OZT; 1OZU; 1P1V; 1PTZ; 1PU0; 1RK7; 1SOS; 1SPD; 1UXL; 1UXM; 2AF2; 2C9S; 2C9U; 2C9V; 2GBT; 2GBU; 2GBV; 2LU5; 2MP3; 2NNX; 2R27; 2V0A; 2VR6; 2VR7; 2VR8; 2WKO; 2WYT; 2WYZ; 2WZ0; 2WZ5; 2WZ6; 2XJK; 2XJL; 2ZKW; 2ZKX; 2ZKY; 3CQP; 3CQQ; 3ECU; 3ECV; 3ECW; 3GQF; 3GTV; 3GZO; 3GZP; 3GZQ; 3H2P; 3H2Q; 3HFF; 3K91; 3KH3; 3KH4; 3LTV; 3QQD; 3RE0; 3T5W; 4A7G; 4A7Q; 4A7S; 4A7T; 4A7U; 4A7V; 4B3E; 4BCY; 4BCZ; 4BD4; 4FF9; 4MCM; 4MCN; 4NIN; 4NIO; 4NIP; 4OH2; 4SOD,,SOD1,HGNC:11179,Humans,DB00988; DB01064; DB01593; DB01629; DB03382; DB05025; DB09061; DB14011; DB14487; DB14533; DB14548
2093,2394,NF-kappa-B essential modulator,IKBKG,,AF062089,Q9Y6K9,NEMO_HUMAN,2JVX; 2JVY; 3BRT; 3BRV; 3CL3; 3FX0; 4BWN,,IKBKG,HGNC:5961,Humans,DB05289
2094,2396,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,,AJ251368,Q9NY47,CA2D2_HUMAN,,,CACNA2D2,HGNC:1400,Humans,DB00270; DB00996; DB01023; DB01054; DB01244; DB08872
2095,2397,Furin,FURIN,,X17094,P09958,FURIN_HUMAN,4OMC; 4OMD; 4RYD,,FURIN,HGNC:8568,Humans,DB03600
2096,2398,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,,,KCNQ3,HGNC:6297,Humans,DB00321; DB00939; DB00996; DB04953; DB06089
2097,2399,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,,AF105202,P56696,KCNQ4_HUMAN,2OVC; 4GOW,,KCNQ4,HGNC:6298,Humans,DB04953; DB06089
2098,2400,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,,AF249278,Q9NR82,KCNQ5_HUMAN,,,KCNQ5,HGNC:6299,Humans,DB00996; DB04953; DB06089
2099,2401,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,1Z8E,,P2RY2,HGNC:8541,Humans,DB04786; DB04983; DB05390
2100,2402,40S ribosomal protein SA,RPSA,,J03799,P08865,RSSA_HUMAN,3BCH; 4UG0; 4V6X; 5A2Q; 5AJ0,,RPSA,HGNC:6502,Humans,DB01421; DB09130
2102,2404,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,,AF009615,O14672,ADA10_HUMAN,1M1I,,ADAM10,HGNC:188,Humans,DB04991
2103,2406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,Y10055,O00329,PK3CD_HUMAN,,,PIK3CD,HGNC:8977,Humans,DB00201; DB05241; DB05552; DB06831; DB09054; DB11952; DB12010; DB12483; DB14989; DB16217
2104,2407,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB,,S67334,P42338,PK3CB_HUMAN,,,PIK3CB,HGNC:8976,Humans,DB00201; DB05241; DB12483
2105,2408,Tyrosine-protein kinase JAK2,JAK2,,AF058925,O60674,JAK2_HUMAN,2B7A; 2W1I; 2XA4; 3E62; 3E63; 3E64; 3FUP; 3IO7; 3IOK; 3JY9; 3KCK; 3KRR; 3LPB; 3Q32; 3RVG; 3TJC; 3TJD; 3UGC; 3ZMM; 4AQC; 4BBE; 4BBF; 4C61; 4C62; 4D0W; 4D0X; 4D1S; 4E4M; 4E6D; 4E6Q; 4F08; 4F09; 4FVP; 4FVQ; 4FVR; 4GFM; 4GMY; 4HGE; 4IVA; 4JI9; 4JIA; 4P7E; 4YTC; 4YTF; 4YTH; 4YTI; 4ZIM; 5AEP; 5CF4; 5CF5; 5CF6; 5CF8,,JAK2,HGNC:6192,Humans,DB04716; DB05243; DB07161; DB07162; DB08067; DB08877; DB08895; DB11697; DB11763; DB11817; DB11986; DB12010; DB12500; DB14973; DB15035; DB15822
2106,2409,Platelet-activating factor acetylhydrolase,PLA2G7,,U20157,Q13093,PAFA_HUMAN,3D59; 3D5E; 3F96; 3F97; 3F98; 3F9C,,PLA2G7,HGNC:9040,Humans,DB05119; DB07821
2107,2411,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,,X12949,P07949,RET_HUMAN,1XPD; 2IVS; 2IVT; 2IVU; 2IVV; 2X2K; 2X2L; 2X2M; 2X2U; 4CKI; 4CKJ; 4UX8,,RET,HGNC:9967,Humans,DB00398; DB01809; DB05294; DB08875; DB08896; DB08901; DB09078; DB12010; DB12742; DB15685; DB15822
2108,2412,DNA repair protein RAD51 homolog 1,RAD51,,D13804,Q06609,RAD51_HUMAN,1B22; 1N0W,,RAD51,HGNC:9817,Humans,DB04395; DB12742
2109,2413,Nicotinamide phosphoribosyltransferase,NAMPT,,U02020,P43490,NAMPT_HUMAN,2E5B; 2E5C; 2E5D; 2GVG; 2GVJ; 3DGR; 3DHD; 3DHF; 3DKJ; 3DKL; 4JNM; 4JR5; 4KFN; 4KFO; 4KFP; 4L4L; 4L4M; 4LTS; 4LV9; 4LVA; 4LVB; 4LVD; 4LVF; 4LVG; 4LWW; 4M6P; 4M6Q; 4N9B; 4N9C; 4N9D; 4N9E; 4O0Z; 4O10; 4O12; 4O13; 4O14; 4O15; 4O16; 4O17; 4O18; 4O19; 4O1A; 4O1B; 4O1C; 4O1D; 4O28; 4WQ6,,NAMPT,HGNC:30092,Humans,DB05217; DB12731; DB12980
2110,2414,DNA-(apurinic or apyrimidinic site) lyase,APEX1,,X66133,P27695,APEX1_HUMAN,1BIX; 1CQG; 1CQH; 1DE8; 1DE9; 1DEW; 1E9N; 1HD7; 2ISI; 2O3H; 3U8U; 4IEM; 4LND; 4QH9; 4QHD; 4QHE; 5DFF; 5DFH; 5DFI; 5DFJ; 5DG0,,APEX1,HGNC:587,Humans,DB04967
2111,2417,Protein kinase C delta type,PRKCD,,L07860,Q05655,KPCD_HUMAN,1YRK; 2YUU,,PRKCD,HGNC:9399,Humans,DB04376; DB05013; DB12010
2112,2418,Neuropeptide Y receptor type 4,NPY4R,,U35232,P50391,NPY4R_HUMAN,2IK5,,PPYR1,HGNC:9329,Humans,DB05004; DB05045; DB05085
2113,2419,Neuropeptide Y receptor type 2,NPY2R,,U36269,P49146,NPY2R_HUMAN,2IK3,,NPY2R,HGNC:7957,Humans,DB00847; DB05004; DB05045
2114,2420,Interleukin-4 receptor subunit alpha,IL4R,,X52425,P24394,IL4RA_HUMAN,1IAR; 1IRS; 1ITE; 3BPL; 3BPN; 3BPO,,IL4R,HGNC:6015,Humans,DB05078
2115,2421,Interleukin-13 receptor subunit alpha-2,IL13RA2,,X95302,Q14627,I13R2_HUMAN,3LB6,,IL13RA2,HGNC:5975,Humans,DB05078
2116,2422,Alpha-galactosidase A,GLA,,X05790,P06280,AGAL_HUMAN,1R46; 1R47; 3GXN; 3GXP; 3GXT; 3HG2; 3HG3; 3HG4; 3HG5; 3LX9; 3LXA; 3LXB; 3LXC; 3S5Y; 3S5Z; 3TV8; 4NXS,,GLA,HGNC:4296,Humans,DB05018
2117,2423,NADPH oxidase organizer 1,NOXO1,25573148.0,AF539796,Q8NFA2,NOXO1_HUMAN,2L73,,,HGNC:19404,Humans,DB05265
2119,2425,DNA topoisomerase 2-beta,TOP2B,,X68060,Q02880,TOP2B_HUMAN,3QX3; 4G0U; 4G0V; 4G0W; 4J3N,,TOP2B,HGNC:11990,Humans,DB00380; DB00694; DB00773; DB00997; DB04395; DB05022; DB05488; DB06042; DB06362; DB06421; DB08651
2120,2431,"Fructose-1,6-bisphosphatase 1",FBP1,,L10320,P09467,F16P1_HUMAN,1FTA; 2FHY; 2FIE; 2FIX; 2JJK; 2VT5; 2WBB; 2WBD; 2Y5K; 2Y5L; 3A29; 3KBZ; 3KC0; 3KC1; 4MJO,,FBP1,HGNC:3606,Humans,DB00131; DB02778; DB02848; DB04175; DB04493; DB05053; DB05518; DB07270; DB07312; DB07321; DB08484
2121,2432,Sphingosine 1-phosphate receptor 5,S1PR5,,AF331840,Q9H228,S1PR5_HUMAN,,,EDG8,HGNC:14299,Humans,DB08868; DB12371; DB12612; DB14766
2122,2433,Cytochrome P450 1A2,CYP1A2,,Z00036,P05177,CP1A2_HUMAN,2HI4,,CYP1A2,HGNC:2596,Humans,DB00951; DB07453; DB09061; DB11994; DB14011
2123,2434,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,,AF207881,Q16206,ENOX2_HUMAN,,,ENOX2,HGNC:2259,Humans,DB04915
2124,2436,Histamine N-methyltransferase,HNMT,,D16224,P50135,HNMT_HUMAN,1ICZ; 1JQD; 1JQE; 2AOT; 2AOU; 2AOV; 2AOW; 2AOX,,HNMT,HGNC:5028,Humans,DB00613; DB01752; DB04655; DB07106; DB13875
2125,2437,Carbonic anhydrase 9,CA9,,X66839,Q16790,CAH9_HUMAN,2HKF; 3IAI; 5FL4; 5FL5; 5FL6,,CA9,HGNC:1383,Humans,DB00562; DB00774; DB00909; DB08846; DB09460; DB12741
2126,2439,Mucin-16,MUC16,,AF414442,Q8WXI7,MUC16_HUMAN,,,MUC16,HGNC:15582,Humans,DB01093
2127,2440,Plasma kallikrein,KLKB1,,M13143,P03952,KLKB1_HUMAN,2ANW; 2ANY; 4OGX; 4OGY; 4ZJ4; 4ZJ5; 4ZJ6,,KLKB1,HGNC:6371,Humans,DB01593; DB12831; DB14487; DB14533; DB14548; DB15982
2128,2441,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,,D50312,Q15842,KCNJ8_HUMAN,,,KCNJ8,HGNC:6269,Humans,DB00914; DB00922; DB01154; DB01251; DB01289
2129,2442,Toll-like receptor 4,TLR4,,U93091,O00206,TLR4_HUMAN,2Z62; 2Z63; 2Z65; 2Z66; 3FXI; 3UL7; 3UL8; 3UL9; 3ULA; 4G8A,,TLR4,HGNC:11850,Humans,DB00924; DB01183; DB02767; DB03017; DB04933; DB05475; DB06447; DB08231; DB13615
2130,2443,Cytidine deaminase,CDA,,L27943,P32320,CDD_HUMAN,1MQ0,,CDA,HGNC:1712,Humans,DB03185; DB15694
2131,2444,Squalene synthase,FDFT1,,L06070,P37268,FDFT_HUMAN,1EZF; 3ASX; 3LEE; 3Q2Z; 3Q30; 3V66; 3VJ8; 3VJ9; 3VJA; 3VJB; 3VJC; 3WC9; 3WCD; 3WCF; 3WCH; 3WCI; 3WCJ; 3WCL; 3WCM; 3WEF; 3WEG; 3WEH; 3WEI; 3WEJ; 3WEK; 3WSA,,FDFT1,HGNC:3629,Humans,DB05317
2132,2446,Epithelial cell adhesion molecule,EPCAM,,M32325,P16422,EPCAM_HUMAN,4MZV,,TACSTD1,HGNC:11529,Humans,DB05831; DB09336; DB11075
2133,2447,Melanocyte-stimulating hormone receptor,MC1R,,X65634,Q01726,MSHR_HUMAN,,,MC1R,HGNC:6929,Humans,DB04931; DB05479
2134,2449,Telomerase reverse transcriptase,TERT,,AF015950,O14746,TERT_HUMAN,2BCK; 4B18; 4MNQ,,TERT,HGNC:11730,Humans,DB00495; DB05036
2135,2450,Ribonucleoside-diphosphate reductase subunit M2,RRM2,,X59618,P31350,RIR2_HUMAN,2UW2; 3OLJ; 3VPM; 3VPN; 3VPO,,RRM2,HGNC:10452,Humans,DB00242; DB05003; DB05260; DB05428; DB05801
2136,2451,Neuropeptide Y receptor type 1,NPY1R,,M88461,P25929,NPY1R_HUMAN,2F1U; 2IIL,,NPY1R,HGNC:7956,Humans,DB05004
2137,2452,Neuropeptide Y receptor type 5,NPY5R,,U56079,Q15761,NPY5R_HUMAN,2HE6,,NPY5R,HGNC:7958,Humans,DB05004
2138,2453,Ephrin type-B receptor 4,EPHB4,,U07695,P54760,EPHB4_HUMAN,2BBA; 2E7H; 2HLE; 2QKQ; 2VWU; 2VWV; 2VWW; 2VWX; 2VWY; 2VWZ; 2VX0; 2VX1; 2X9F; 2XVD; 2YN8; 3ZEW; 4AW5; 4BB4,,EPHB4,HGNC:3395,Humans,DB01254; DB07249; DB07250; DB07251; DB07252; DB07253; DB07254; DB07255; DB07256; DB11973; DB12010
